project_title,project_objectives,start_date,end_date,ndp_pillar,primary_sector,reporting_agency,funders,implementers,implementer_category,mtdf,project_value,project_url,year,amount_disbursed,recipient
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2017,199098,FGS
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2017,84466,Galmudug
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2017,60333,Hiirshabelle
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2017,114632,Jubaland
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2017,60333,Puntland
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2017,84466,South West
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2018,177427,FGS
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2018,75272,Galmudug
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2018,53766,Hiirshabelle
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2018,102155,Jubaland
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2018,53766,Puntland
Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",11/3/16,11/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,United Kingdom,IOM,UN,Not funded through MDTF,1140982,NA,2018,75272,South West
Global Maritime Crime Programme Detention and Transfer component (GLOX99) - 1,"Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the Somali Mariytme Police Forces",8/3/15,12/3/17,Pillar 3: Rule of Law,Rule of Law,UNODC,"UK, Netherlands, Denmark.",UNODC,UN,Not funded through MDTF,5000000,NA,2017,240000,FGS
Global Maritime Crime Programme Detention and Transfer component (GLOX99) - 1,"Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the Somali Mariytme Police Forces",8/3/15,12/3/17,Pillar 3: Rule of Law,Rule of Law,UNODC,"UK, Netherlands, Denmark.",UNODC,UN,Not funded through MDTF,5000000,NA,2017,60000,Galmudug
Global Maritime Crime Programme Detention and Transfer component (GLOX99) - 1,"Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the Somali Mariytme Police Forces",8/3/15,12/3/17,Pillar 3: Rule of Law,Rule of Law,UNODC,"UK, Netherlands, Denmark.",UNODC,UN,Not funded through MDTF,5000000,NA,2017,60000,Jubaland
Global Maritime Crime Programme Detention and Transfer component (GLOX99) - 1,"Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the Somali Mariytme Police Forces",8/3/15,12/3/17,Pillar 3: Rule of Law,Rule of Law,UNODC,"UK, Netherlands, Denmark.",UNODC,UN,Not funded through MDTF,5000000,NA,2017,90000,Puntland
Global Maritime Crime Programme Detention and Transfer component (GLOX99) - 1,"Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the Somali Mariytme Police Forces",8/3/15,12/3/17,Pillar 3: Rule of Law,Rule of Law,UNODC,"UK, Netherlands, Denmark.",UNODC,UN,Not funded through MDTF,5000000,NA,2017,60000,South West
Global Maritime Crime Programme Detention and Transfer component (GLOX99) - 1,"Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the Somali Mariytme Police Forces",8/3/15,12/3/17,Pillar 3: Rule of Law,Rule of Law,UNODC,"UK, Netherlands, Denmark.",UNODC,UN,Not funded through MDTF,5000000,NA,2017,90000,Somaliland
StEFS,Capacity of federal states,7/3/15,12/3/18,"Pillar 4: Effective, Efficient Institutions",Civil Service Reform / Public Administration,Denmark,Multi-donor,Joint UN,UN,UN Multi-Partner Trust Fund (MPTF),2388060,NA,2016,1194030,Unattributed
StEFS,Capacity of federal states,7/3/15,12/3/18,"Pillar 4: Effective, Efficient Institutions",Civil Service Reform / Public Administration,Denmark,Multi-donor,Joint UN,UN,UN Multi-Partner Trust Fund (MPTF),2388060,NA,2017,597015,Unattributed
StEFS,Capacity of federal states,7/3/15,12/3/18,"Pillar 4: Effective, Efficient Institutions",Civil Service Reform / Public Administration,Denmark,Multi-donor,Joint UN,UN,UN Multi-Partner Trust Fund (MPTF),2388060,NA,2018,597015,Unattributed
Strengthening research systems for poverty reduction,To improve the effectiveness of countries own investments in research for development and increase the numbers of research leaders in East Africa.,3/7/14,10/2/20,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",UK,DFID,ASI,Private Sector,Not funded through MDTF,910840,http://devtracker.dfid.gov.uk/,2016,165798,Unattributed
Strengthening research systems for poverty reduction,To improve the effectiveness of countries own investments in research for development and increase the numbers of research leaders in East Africa.,3/7/14,10/2/20,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",UK,DFID,ASI,Private Sector,Not funded through MDTF,910840,http://devtracker.dfid.gov.uk/,2017,579432,Unattributed
Strengthening research systems for poverty reduction,To improve the effectiveness of countries own investments in research for development and increase the numbers of research leaders in East Africa.,3/7/14,10/2/20,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",UK,DFID,ASI,Private Sector,Not funded through MDTF,910840,http://devtracker.dfid.gov.uk/,2018,165611,Unattributed
Humanitarian demining Somalia,Improving levels of safety and human security amongst target communities. Reducing the availability of military grade explosives on the black market. Supporting an effective mine action programme that is increasingly managed by national authorities with reduced external assistance.,1/3/16,12/3/20,Pillar 2: Security,Security,Netherlands,Netherlands,HALO Trust,NGOs,Not funded through MDTF,2413662,https://www.halotrust.org/where-we-work/africa/somalia-somaliland/,2016,103890,Jubaland
Humanitarian demining Somalia,Improving levels of safety and human security amongst target communities. Reducing the availability of military grade explosives on the black market. Supporting an effective mine action programme that is increasingly managed by national authorities with reduced external assistance.,1/3/16,12/3/20,Pillar 2: Security,Security,Netherlands,Netherlands,HALO Trust,NGOs,Not funded through MDTF,2413662,https://www.halotrust.org/where-we-work/africa/somalia-somaliland/,2016,103890,Puntland
Humanitarian demining Somalia,Improving levels of safety and human security amongst target communities. Reducing the availability of military grade explosives on the black market. Supporting an effective mine action programme that is increasingly managed by national authorities with reduced external assistance.,1/3/16,12/3/20,Pillar 2: Security,Security,Netherlands,Netherlands,HALO Trust,NGOs,Not funded through MDTF,2413662,https://www.halotrust.org/where-we-work/africa/somalia-somaliland/,2017,286675,Jubaland
