event_date,year,event,strike_by,target,state,region,district,location,latitude,longitude,source,notes,fatalities,civilian_casualties,
26-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Hargeysa Yare,0.4474,42.7033,Xinhua,Kenyan-AMISOM jets launch bombing attacks of the al Shabaab locations of (H)Fanoole and Hargeysa Yare south of Jilib. 49 Al-Shabab fighters among them senior commanders of the group are confirmed to have been killed in the airstrikes.,25,0,
25-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,South West,Shabeellaha Hoose,Afgooye,Mareerey,2.116,45.05,Local Source Project,"Kenya-AMISOM warplanes bombed Marerey village (90km NE of Afmadow), which is under the control of al Shabaab fighters in the afternoon of 25/11. Casualties could not be established.",0,0,
25-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Hargeysa Yare,0.4474,42.7033,Local Source Project,"Kenyan-AMISOM warplanes bomb Hargeysa Yare village, causalities not known.",0,0,
22-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Belet Xaawo,Gadoon Dhowe,3.5687,41.8211,Local Source Project,Media reports indicate that Kenyan war planes conducted an airstrike in Gadoon Dhowe (40km SW of Beled Xaawo) in the evening of 22/11. The airstrike was allegedly in retaliation for the killings of 28 Kenyan nationals who were killed on 21/11 in Kenya Somali border by al Shabaab fighters after they were picked up from a bus they were travelling with. The extent of the damage caused by the bombings is not known. Deputy President William Ruto of Kenya later suggested that over 100 members of al Shabaab were killed in the air strike.,100,0,
22-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Eil Ad,-0.1962,42.3526,Local Source Project,A war plane belonging to Kenya Defence forces conducted an airstrike against Eil Ad village (26km NW of Kismaayo) in the morning of 22/11. Reports indicate that the target was al Shabaab fighters but information suggests that unspecified numbers of nomads were killed and no al Shabaab fighter was killed - injuries among them not known.,10,0,
2-Nov-14,2014,Battle-No change of territory,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Yoontoy Yarey,-0.1302,42.5743,Local Source Project,"Al Shabaab fighters ambushed an AMISOM (KDF) convoy in Yoontooy Village (30 Km N of Kismaayo) on 02/11. The ambush started with detonation of a RCIED planted on the road followed by an armed clash that went on for hours. Kenyan warplanes later supported the soldiers, forcing al Shabaab fighters to withdraw. Local media reported that 10 KDF soldiers were killed in the ambush.",10,0,
28-Oct-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kudhaa,-0.6326,42.3392,Local Source Project,KDF war planes bombed an unnamed area in the outskirt of Kudhaa (98km SW of Badhaadhe) in support of Jubaland forces who recently took-over the village from al Shabaab. Later reports indicate there were two separate air strikes carried out in the area. Casualties could not be established.,0,0,
28-Oct-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Jana Cabdalle,0.0288,42.2882,Local Source Project,KDF war planes bombed suspected al Shabaab fighters positions in Jana Cabdalle Village (59km SE of Afmadow) in the afternoon of 28/10. Casualties could not be established.,0,0,
27-Oct-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Jamaame,Far Waamo,-0.0484,42.578,Local Source Project,KDF war planes bombed Far-wamo area near Kolbiyow in the afternoon of 27/10. The air strike was reportedly targeting an al Shabaab training camp. About 60 al Shabaab fighters were reportedly killed in the attack which could not be independently verified.,60,0,
7-Oct-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Local Source Project,War planes belong to Kenyan forces conducted air strike against al Shabaab locations in Jilib town in the morning of 07/10. Reports indicate that some local residents fled to Kismaayo or other safer places following the air strike. Casualties could not be established.,0,0,
7-Oct-14,2014,Battle-Government regains territory,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Buulo Gaduud,-0.074,42.5719,Kenya Standard,"Kenyan AMISOM forces kill a reported 60 members of al Shabaab and recovered five vehicles during a battle in Buulo Gaduud. The operation included a series of air strikes. The AMISOM effort was launched to liberate the area, which was ultimately successful.",60,0,
1-Sep-14,2014,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Sablale,Haawaay,1.1685,43.7143,Local Source Project,"A US drone conducted an airstrike against an al Shabaab fighters convoy near Haawaay Bridge (14km SW of Sablaale) in the evening of 01/09. Reports indicate that the drone fired at least six missiles on the target. The pentagon press secretary stated that they have conducted counter terrorism operation and they are still assessing the results. Somali intelligence stated the strike was targeting at al Shabaabs senior officials convoy (Abu-Zubayr or Ahmed Abdi Godane). Later sources declare six dead in the attack, and al Shabaabs Twitter account declared that the bombings did in fact target and kill Godane, its leader. The Pentagon again confirmed this. Swearing revenge, al Shabaab appointed Sheikh Ahmad Umar Abu Ubaidah to be their new leader.",6,0,
24-Aug-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Belet Xaawo,Belet Xaawo,3.7807,41.8943,Local Source Project,Kenyan warplanes bombed Godoondhawe Village (79km SE of Beled Xawo) in the morning of 24/08. Reports indicate that al Shabaab fighters vacated the village before the attack. Casualties could not be established.,0,0,
20-Aug-14,2014,Battle-Government regains territory,AMISOM,Al Shabaab,Jubaland,Gedo,Bardera,Gaddoondhowe,2.6833,42.2,Local Source Project,"AMISOM (KDF) warplanes bombed al Shabaab bases in Khadijo Haji Village and Gaddoondhowe villages (39km and 82km SW of Beled Xawo) in the morning of 20/08. AMISOM and al Shabaab fighters also clashed in the two villages. Allied forces were able to overtake and gain control of Gaddoondhowe. Casualties could not be initially established, though it was later learned 17 were reported dead in total.",9,0,
24-Jul-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Gedo,Belet Xaawo,Belet Xaawo,3.7807,41.8943,Local Source Projectme,Kenyan AMISOM gain control of Khadijo Haji after a series of airstrikes earlier in the day which caused al Shabaab to flee their positions.,0,0,
24-Jul-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Gedo,Belet Xaawo,Belet Xaawo,3.7807,41.8943,Local Source Projectme,Kenyan warplanes bombed Khadijo Haji (39km SW of Beled Xawo) in the night of 24/07. No casualties were reported. It is believed that the airstrike was in reaction to the reports of al Shabaab movement near Beled Xawo.,0,0,
22-Jul-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Local Source Projectme,Kenyan warplanes bombed Jilib town which is under the control of al Shabaab in the night of 22/07. The raid was reportedly targeting an al Shabaab training camp but the missiles hit in an empty area. One civilian was injured in the attack. This attack is apparently different and separate from an attack in Jilib at another time during the day.,0,0,
22-Jul-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Local Source Projectme,Eight people including four children were injured after Kenyan warplanes bombarded southern Somali town of Jilib. The warplanes hit Asho Neera locality which Al-Shabab has a base. Al Shabaab returned fire at the planes.,8,0,
16-Jul-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Local Source Projectme,Kenyan warplanes bombed Jilib town which is under the control of al Shabaab fighters on 16/7. The warplanes reportedly targeted two positions in the town. Casualties are unknown.,0,0,
12-Jul-14,2014,Remote violence,AMISOM,Unidentified Group,Jubaland,Gedo,Bardera,Faafax Dhuun,2.2059,41.6249,Keydmedia,Reports say that two Kenyan planes bombarded Faafaxdhuun [Fafahdun] and Ceel Cadde [El Adde] districts in Gedo Region. The attack killed three civilians and wounded many others. The attacks occurred during the evening hours. The intended targets of the attacks are not known.,2,1,
12-Jul-14,2014,Remote violence,AMISOM,Unidentified Group,Jubaland,Gedo,Garbahaarey,Ceel Cadde,3.0359,41.8674,Keydmedia,Reports say that two Kenyan planes bombarded Faafaxdhuun [Fafahdun] and Ceel Cadde [El Adde] districts in Gedo Region. The attack killed three civilians and wounded many others. The attacks occurred during the evening hours. The intended targets of the attacks are not known.,1,1,
9-Jul-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Buscbusc,-1.2167,41.7,Local Source Projectme,AMISOM/KDF launched airstrikes against al Shabaab positions in Buscbusc Village (30km SE of Badhaadhe) on the midday of 09/07. The village is reportedly strategic for al Shabaab fighters due to its thick forest and boreholes. No casualties were reported.,0,0,
24-Jun-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Badhaadhe,-1.0354,41.5005,Local Source Projectme,The KDF war-planes conducted an airstrike targeting al Shabaab fighters in Jadecaley village (19km NW of Badhaadhe) in the morning of 24/6. Casualties could not be established.,0,0,
21-Jun-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Koday,-1.0351,41.9748,Local Source Projectme,"Kenyan-AMISOM air forces launch strikes against two al Shabaab held areas - Anole and Koday. Thirty killed in Anole, 50 in Kuday, according to the AU.",50,0,
24-May-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Local Source Projectme,Two KDF war planes conducted an air strike against al Shabaab controlled Jilib town on 24/5. Reports indicate that the plane had hit three different locations in the town. Two children and a woman were killed after the air strike hit a residential house. Details of injured civilians could not be established. Reports from Jilib town indicate that local residents started evacuating the town on 25/05 following series of bombardments by Kenya air forces which reportedly led to the killing and injuring of civilian populations. The IDPs were reportedly fleeing to Kismaayo and other villages. Reports suggest that al Shabaab fighters have denied their movement and even some civilians were reportedly force to return to Jilib town.,3,0,
20-May-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Agence France Presse,"AMISOM-Kenya forces launch an airstrike for the second time in three days on the Jilib area, a al Shabaab stronghold. Initially, four civilians reported sustaining injuries from the shelling. AMISOM claimed to have killed 50 members of al Shabaab in the strike. Conflicting reports claim the same civilians died in the attack. Al Shabaab did not release causality figures. The airstrike cause mass displacement of the local population in the following days.",50,0,
25-Feb-14,2014,Battle-No change of territory,Unknown,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Baraawe,1.1132,44.0297,Local Source Project,Local media reported drone strike hit the residence of al Shabaab spokesman Sheekh Ali Dheere in Baraawe on 25/02. The reports indicated that the spokesman was not in the house by the time of the attack. Casualties could not be established. It is not known if the drone attack was Western in origin.,0,0,
26-Jan-14,2014,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Baraawe,1.1132,44.0297,Agence France Presse,"A US drone conducted an air strike which killed a senior al Shabaab commander Sahal (Iskudhuq) and four other al Shabaab fighters in Haawaay Bridge (14km SW of Sablaale town, Lower Shabelle) in the afternoon of 26/01. The primary target of the attack was Ahmed Abdi Godane, who survived.",5,0,
9-Jan-14,2014,Remote violence,AMISOM,Al Shabaab,Jubaland,Gedo,Garbahaarey,Garbahaarey,3.328,42.2199,The Star (Nairobi),KDF-AMISOM airplanes conducted air strike against an al Shabaab position in Birt Dheer (11km SE of Garbahareey) in the afternoon of 09/01. Initial reports indicate that ten persons were killed and unspecified numbers of people were injured and taken to Bardheere for treatment. This number was raised to 57 in the following weeks. Further reports suggest that a car was destroyed and al Shabaab fighters fled to Buur-dhuubo (36km SE of Garbahareey). Among the dead include six foreign al Shabaab leaders.,57,0,
28-Dec-13,2013,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Long War Journal,28 December. A US airstrike targeted an al Shabaab leader known as 'Anta Anta' in Jilib. The target was destroyed.,1,0,
24-Dec-13,2013,Remote violence,Unknown,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Baadhaade,-1.03,41.483,Local Source Project,Unidentified warplanes attacked Jadecaley Village (19km NW of Badhaadhe District) in the afternoon of 24/12. Reports indicate that the planes took off from Kismaayo airport. No civilian casualties were reported. Al Shabaab casualties are unknown.,0,0,
12-Nov-13,2013,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Koday,-1.0351,41.9748,Local Source Project,Reports indicate that Kenya military helicopters carried out an airstrike against an al Shabaab position in the vicinity of Koday village on 12/11. Two al Shabaab vehicles were reportedly destroyed. At the same time Raas Kambooni forces carried out a KDF-coordinated military operation in the outskirts of the village. Reports indicate that three Raas Kaambooni soldiers were injured and one killed. Unconfirmed reports indicate that around 12 al Shabaab militiamen were killed in the operation.,12,0,
31-Oct-13,2013,Remote violence,Kenya Defence Forces,Al Shabaab,South West,Bay,Diinsoor,Diinsoor,2.4074,42.9766,Local Source Project,Kenyan military airplanes conducted several airstrikes against an al Shabaab training camp in Bush Madini area (Diinsoor District) on 31/10. Seven al Shabaab fighters were reportedly killed and 11 others wounded. An technical equipped with an anti-aircraft gun was also reportedly destroyed. One of the al Shabaab KIA is said to be a foreign fighter from Yemen.,7,0,
28-Oct-13,2013,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Xinhua,"A US drone strike kills two al Shabaab commanders in the town of Jilib. One of those killed was al-Shabaabs top explosives expert, known as Anta.",2,0,
5-Oct-13,2013,Battle-No change of territory,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Baraawe,1.1132,44.0297,Associated Press,"US Naval forces carried out a pre-dawn (around 3am) strike against a two storey house in Baraawe, suspected home to Ahmed Godane, who is connected to the 1998 bombings. It is not clear if the raid was successful, nor is it clear if there were any causalities. A top al Shabaab lieutenant claimed there was one al Shabaab fatality and ""several"" US injuries. Other witnesses claim at one US sailor death. Officially, the Pentagon has declined comment. Following the assault al Shabaab released a statement claiming Godane is alive and healthy. The Shabelle Media Network claims two al Shabaab deaths.",1,0,
12-May-13,2013,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Goob Weyn,-0.2488,42.6007,Local Source Project,AMISOM (KDF) forces target Goob Weyn (14km NE of Kismayo) for an air strike against al Shabaab positions. Causalities unknown.,0,0,
31-Jan-13,2013,Remote violence,AMISOM,Al Shabaab,Jubaland,Gedo,Garbahaarey,Garbahaarey,3.328,42.2199,Local Source Project,Aircraft of the Kenyan Air Force bombed Kala-Bayr village located between Garbahaarey and Baardheere towns in the afternoon of 31/01. The warplanes reportedly targeted al Shabaab bases in the village. Unconfirmed reports indicate that a al Shabaab commander was killed in the raid.,1,0,
10-Oct-12,2012,Battle-No change of territory,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Wanla Weyn,Wanla Weyne,2.6195,44.8936,Radio Gaalkacyo,"A US drone strike kills ""several"" members of Al-Shabaab. Exact date unknown.",5,0,
29-Sep-12,2012,Remote violence,AMISOM,Unidentified Group,Jubaland,Gedo,Bardera,Baardheere,2.3399,42.286,Jowhar website,"Reports from Baardheere in Gedo Region [southwestern Somalia] say Kenyan warplanes have bombarded the town, causing deaths and injuries in the process.",1,1,
29-Sep-12,2012,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,The Standard website,"Al-Shabab has lost two key regional commanders in Saturday [29 September] morning raids by Kenya Defence Forces [KDF] airstrikes in Kismaayo, Somalia. The commanders, Shaykhs Hasan Yaqub and Abd-Karim Adow were killed a day after KDF, alongside Amisom [African Union Mission in Somalia] took control of Al-Shabab stronghold and headquarters of Kismaayo in Somalia.",2,0,
19-Sep-12,2012,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Buulo Gaduud,-0.074,42.5719,Midnimo.com,Reports from Lower Jubba Region [southern Somalia] say Kenyan warplanes have heavily bombed areas in the region.,0,0,
13-Sep-12,2012,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Jana Cabdalle,1.8,44.7,Shabelle Media Network,"Reports from Janaay Abdalla District on the outskirts of Kismaayo city, capital of Lower Jubba Region, say warplanes carried out attacks on the area.",0,0,x
4-Sep-12,2012,Remote violence,AMISOM,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Biibi,0.1724,42.2286,BBC Monitoring Africa,AMISOM and TFG warplanes continuously bombed the Al Shabaab defence lines in Biibi and Jana Cabdala even after claiming control over the city in previous days. Further reports by BBC monitoring on Sept. 6th confirmed how many fatalities in the bombings.,70,0,
4-Sep-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Miido,0.19,42.1,Midnimo.com,"Reports from Lower Jubba Region state that many warplanes are launching the heaviest air strikes on Miido District, 25km from Afmadow town, second central administration base of Lower Jubba Region. Continuous bombardment has been ongoing for hours without a moment of reprieve.",0,0,
2-Sep-12,2012,Battle-No change of territory,AMISOM,Al Shabaab,Jubaland,Gedo,Bardera,Birta-dheer,1.9881,42.3853,BBC Monitoring Africa,Two MiG warplanes launched missiles during intermittent fighting between AMISOM troops and Al Shabaab fighters,0,0,
24-Aug-12,2012,Remote violence,Unknown,Unidentified Group,Puntland,Bari,Qandala,Qandala,11.471,49.8726,AllPuntland.com,Reports reaching us from the town of Qandala in Bari Region [North Eastern Somalia] indicate that unidentified planes carried out airstrikes in the district in which some houses were destroyed.,0,1,
23-Aug-12,2012,Battle-No change of territory,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Baardheere,2.3399,42.286,Local Sources,Helicopters believed to be Kenyan bombed Baardheere town in the afternoon of 23/08. The warplanes targeted a building used by AS officials located near the main bridge. AS fighters responded by firing anti-aircraft guns at the two helicopters. One civilian was reportedly killed and two others were injured.,1,1,
23-Aug-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Jungal,2.3333,42.2833,Local Source Project,Warplanes believed to be Kenyan conducted an airstrike against AS positions in Jungal village near Baardhere in the afternoon of 23/08,0,0,
23-Aug-12,2012,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Gedo,Bardera,Baardheere,2.3399,42.286,Local Source Project,Helicopters believed to be Kenyan bombed Baardheere town in the afternoon of 23/08. The warplanes targeted a building used by AS officials located near the main bridge. AS fighters responded by firing anti-aircraft guns at the two helicopters. One civilian was reportedly killed and two others were injured.,0,1,
21-Aug-12,2012,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Jubbada Hoose,Afmadow,Hagar,0.87,41.9758,Local Source Project,Kenyan warplanes reportedly bombed Hagar village 40km N of Afmadow in the evening of 21/08 after AS militias abandoned it.,0,1,
19-Aug-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Taraka,2.2614,41.8421,Local Source Project,Warplanes believed to be Kenyans bombed AS positions in Taraka village in Baardheere on 19/08.,0,0,
16-Aug-12,2012,Remote violence,Unknown,Unidentified Group,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Shabelle Media Network,"Warplanes and warships have attacked Kismaayo town in southern Somalia. Reports from Kismaayo, the provincial capital of Lower Jubba Region say unknown warplanes and warships last night fired missiles at mountainous areas in the town,",0,1,
14-Aug-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Xinhua News,The UN officials statement comes amid reports that Kenya Defense Forces (KDF) launched airstrikes and naval bombardment of strategic militant positions and assets in a major onslaught that begun on Saturday evening.,1,0,
17-Jul-12,2012,Battle-No change of territory,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Baardheere,2.3399,42.286,SomaliaReport.com,"Kenyan Defence Forces (KDF) launched an airstrike on Jungal village, 30 km from Baardheere, a stronghold of the Al-Shabab militant group in [southwestern] Somalias Gedo Region, paving the way for the allied forces to advance on the village. Soldiers from Somalias Transitional Federal Government (TFG) quickly entered the town after the airstrikes and engaged in close range fighting",17,0,
15-Jul-12,2012,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Jubbada Hoose,Badhaadhe,Hoosingo,-0.1772,41.277,Garowe Online,"For the second time Kenyan fighter jets have targeted districts in southern Somalia. Unconfirmed reports said that the air strikes successfully destroyed a training camp in the Howsingo district and killed over 18 Al Shabaab agents. According to military sources, there are also contradicting reports saying that the strikes led to many civilian casualties",9,1,
7-Jul-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Caga-libaax,0.2333,41.9667,BBC Monitoring Africa,"Government officials in Lower Jubba Region have said two warplanes attacked a convoy of Al-Shabab fighters in localities of that region. The spokesman for government forces in Lower Jubba Region, Adan Ahmad, said two vehicles, one of them a Prado, were attacked and 11 fighters killed when the warpanes targetted them at Caga-libaax locality",11,0,
3-May-12,2012,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Jubbada Hoose,Afmadow,Bilis Qooqaani,0.2819,41.7136,Local Source Project,Kenyan military aircrafts reportedly conducted airstrikes against AS militias in the general area of Bilis Qooqaani on 03/05,0,1,
3-May-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Garas Dullan,2.3385,42.2843,Local Source Project,Kenyan military aircrafts reportedly conducted airstrikes against AS forces in the vicinity of Garas Dullan village - between Faafax Dhuun and Baardheere - on 03/05.,0,0,
27-Apr-12,2012,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,Airstrike and a shelling conducted by Kenyan forces on the Dhoobley - Afmadow axis. On one occasion Kenya Air Forces also conducted an airstrike in vicinity if Faafax Dhuun on Gerile - Baardheere axis.,0,0,
20-Mar-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Dif,0.9625,41.0616,Local Source Project,The Kenyan Air Force conducted an airstrike against the AS forces based in the location and prompted their withdrawal.,0,0,
4-Mar-12,2012,Remote violence,Unknown,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Dif,0.9625,41.0616,Local Source Project,Unidentified military aircrafts conducted air-strikes against the location following the takeover and the AS forces withdrew. Ras Kambooni forces took control of the location after the airstrike.,0,0,
2-Mar-12,2012,Battle-No change of territory,Unknown,Unidentified Group,Jubaland,Gedo,Garbahaarey,Garbahaarey,3.328,42.2199,Local Source Project,Unidentified military aircraft (probably Kenyan) conducted an air-strike against Irrida location in BuurDhuubo town. Casualties could not be established.,0,0,
29-Feb-12,2012,Remote violence,Unknown,Al Shabaab,Jubaland,Gedo,Garbahaarey,Garbahaarey,3.328,42.2199,Local Source Project,Unidentified military aircrafts carried out a series of airstrikes in Buurdhuubo on 28/02. The airstrikes were reported to have targeted the police station and two other areas in the town (Mashrica and Iridda).,0,0,
24-Feb-12,2012,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Afgooye,Afgooye,2.15,45.116,Local Source Project,US aircraft conducted an air-strike against two 4WD vehicles supposedly carrying al Shabaab officials in K60 in the night of 24/02. Local medias reported that six AS officials including Sheikh Abukar Haji Ahmed (Kenyan) and Sheikh Ahmen Takor were killed in the attack. Details of the airstrike could not be independently verified.,6,0,
20-Feb-12,2012,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,"Kenyan warplanes reportedly conducted airstrikes in the vicinity of Tabta, Shabah and Jeldayste (Lower Juba) on 20/02.",0,0,
8-Feb-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Baadhaade,-1.03,41.483,Local Source Project,"Kenyan aircrafts are reported to have conducted a series of airstrikes against AS positions in Wadajir village, on the road from Badhaade towards Kismayo. Casualties could not be established.",0,0,
7-Feb-12,2012,Battle-No change of territory,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Baadhaade,-1.03,41.483,Local Source Project,"AS militias and Ras Kambooni/KDF forces clashed in Dalayat (around 20km N of Badhaade on the road to Kismayo) on 07/02. Details of the fighting are currently unclear. The Ras Kambooni Spokesman declared that anti-AS forces had taken control of the location and its surrounding areas. Media reports indicate that anti-AS forces were supported by Kenyan warplanes and that AS retreated to Wadajir, around 20km NE of that location, also on the road to Kismayo. The AS on their side reported that they had killed nine KDF soldiers and destroyed three military vehicles, and had two fighters killed and three others injured. The AS account adds that the attack is the fourth against the KDF in the last three days and that the casualty of KDF since 04/02 grew to 18. The location of the engagement, from Badhaade towards Kismayo, shows however that the AS were clearly on the defensive.",0,0,
6-Feb-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,Local medias reported that a Kenyan helicopter conducted airstrikes against AS positions in outskirts of Bilis Qooqaani on 06/02. The information could not be indecently verified.,0,0,
22-Jan-12,2012,Battle-No change of territory,Unknown,Al Shabaab,Banadir,Banaadir,Mogadisho,Mogadishu Stadium,2.0681,45.3358,Local Source Project,A pro-AS website confirmed on 21/01 that Mr. Bilal al Berqawi - a top Al-Qaida leader in East Africa from British nationality and Lebanese descent - had been killed in an airstrike targeting AS positions in an undisclosed location on 05/01/2012. The man was presented as an early Mujahideen who had been fighting in Somalia since before the set-up of the ICU and is believed to have been second in command after Mr. Fazul Mohamed - killed the year before at a TFG check-point in ex-Control Afgooye in Mogadishu in June 2011. The statement specifies that the airstrike had been conducted by a suspected US drone.,1,0,
21-Jan-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jilib,0.4833,42.7666,Local Source Project,"Three warplanes believed to be Kenyan reportedly bombed AS positions in Mabuungo village, around 80km NE of Kismayo (exact location to be confirmed). The extent and nature of casualties/damage is not ascertained.",0,0,
21-Jan-12,2012,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Afgooye,Ceelasha Biyaha,1.9233,45.1023,Associated Press (Drone),"A drone strike killed Bilal al-Berjawi, a senior al Qaeda commander, as he travelled in an Al-Shabaab vehicle at Ceelasha Biyaha.",1,0,
18-Jan-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Local Source Project,"Warplanes believed to be Kenyan bombarded AS positions in Buulo Xaaji, 70km SE of Kismayo. Local medias reported that an AS medical facility was hit. Casualties could not be confirmed. KDF sources reported 20 AS militiamen killed while a pro-AS website mentioned that only one old woman had been killed by the 30 missiles fired against the village.",20,0,
6-Jan-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Garbahaarey,Garbahaarey,3.328,42.2199,Local Source Project,"Military aircrafts, likely belonging to the KDF conducted an airstrikes in Birta Dheere. Casualties could not be established.",0,0,
5-Jan-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Hirshabelle,Hiiraan,Jalalaqsi,Kaalyaleey,3.3167,45.7,Local Source Project,Military Aircraft believed to be part of the KDF conducted an air strike in Kaalyaleey. No further information about exact targets and casualties are currently available.,0,0,
5-Jan-12,2012,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kudhaa,-0.6326,42.3392,Local Source Project,Pro-AS websites reported that Kenyan military aircrafts conducted airstrikes against a natural seaport in Khudha. The website further reported that the airstrikes injured five owners of small businesses in the village. The information could not be independently verified.,0,0,
